Unnamed: 0,Name,Platform,Year_of_Release,Genre,NA_players,EU_players,RU_players,Other_players,Critic_Score,User_Score,Rating
7996,Indiana Jones and the Emperor's Tomb,XB,2003.0,Action,0.14,0.04,0.0,0.01,73.0,8.6,T
7997,Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003.0,Action,0.09,0.07,0.0,0.02,72.0,8.9,T
7998,Remington Super Slam Hunting: North America,Wii,2010.0,Sports,0.17,0.0,0.0,0.01,,tbd,T
7999,Reel Fishing II,PS,2000.0,Sports,0.1,0.07,0.0,0.01,,,
8000,Battle of Giants: Dinosaurs Strike,Wii,2010.0,Strategy,0.14,0.03,0.0,0.01,,tbd,E10+
8001,Ty the Tasmanian Tiger,XB,2002.0,Platform,0.14,0.04,0.0,0.01,68.0,8.5,E
8002,Imagine: Babyz Fashion,DS,2009.0,Simulation,0.17,0.0,0.0,0.01,,tbd,E
8003,Dead or Alive,SAT,1997.0,Fighting,0.0,0.0,0.18,0.0,,,
8004,Active Health with Carol Vorderman,DS,2009.0,Sports,0.0,0.18,0.0,0.01,,,
8005,Driving Emotion Type-S,PS2,2000.0,Racing,0.04,0.03,0.11,0.01,55.0,tbd,E
8006,Heavy Fire: Afghanistan,PS3,2011.0,Shooter,0.17,0.0,0.0,0.02,39.0,3.3,T
8007,Siren,PS2,2003.0,Adventure,0.09,0.07,0.0,0.02,72.0,7.8,M
8008,NARC,XB,2005.0,Shooter,0.14,0.04,0.0,0.01,51.0,2.8,M
8009,Driver: San Francisco,PC,2011.0,Racing,0.05,0.1,0.0,0.03,80.0,7,T
8010,Just Dance 2017,Wii,2016.0,Misc,0.06,0.11,0.0,0.01,,tbd,E10+
8011,NASCAR Unleashed,Wii,2011.0,Racing,0.17,0.0,0.0,0.01,,tbd,E
8012,Super Robot Taisen J,GBA,2005.0,Strategy,0.0,0.0,0.18,0.0,,,
8013,Shape Up,XOne,2014.0,Misc,0.08,0.09,0.0,0.01,58.0,8.3,E
8014,Nep League DS,DS,2007.0,Sports,0.0,0.0,0.18,0.0,,,
8015,Happy Cooking,DS,2006.0,Simulation,0.17,0.0,0.0,0.01,,tbd,E
8016,Ar tonelico 2: Melody of Metafalica,PS2,2007.0,Role-Playing,0.04,0.03,0.11,0.01,,,
8017,Cars: Race-O-Rama,PS3,2009.0,Racing,0.14,0.03,0.0,0.02,61.0,tbd,E
8018,Jewel Master: Cradle of Athena,DS,2010.0,Puzzle,0.17,0.0,0.0,0.01,,tbd,E10+
8019,Saw II: Flesh & Blood,PS3,2010.0,Action,0.1,0.06,0.0,0.02,,,
8020,Hidden Mysteries: Vampire Secrets,DS,2010.0,Adventure,0.06,0.11,0.0,0.02,,tbd,E10+
8021,Casper: Friends Around the World,PS,2000.0,Action,0.1,0.07,0.0,0.01,,,
8022,Jurassic Park III: Island Attack,GBA,2001.0,Adventure,0.13,0.05,0.0,0.0,57.0,tbd,E
8023,Jikkyou Powerful Pro Baseball 2016,PSV,2016.0,Sports,0.0,0.0,0.18,0.0,,,
8024,Star Trek: Legacy,X360,,Simulation,0.14,0.02,0.0,0.01,64.0,5.5,E10+
8025,Tekken Tag Tournament 2,WiiU,2012.0,Fighting,0.09,0.07,0.01,0.01,,,
8026,GameBoy Wars,GB,1991.0,Strategy,0.0,0.0,0.18,0.0,,,
8027,Amplitude,PS2,2003.0,Misc,0.09,0.07,0.0,0.02,86.0,8.8,T
8028,Disgaea DS,DS,2008.0,Role-Playing,0.11,0.01,0.05,0.01,82.0,7.5,T
8029,Gauntlet: Seven Sorrows,XB,2005.0,Role-Playing,0.14,0.04,0.0,0.01,61.0,7.8,T
8030,AirForce Delta Storm,XB,2001.0,Shooter,0.14,0.04,0.0,0.01,61.0,7.1,E
8031,Metal Gear Solid V: The Phantom Pain,X360,2015.0,Action,0.12,0.04,0.0,0.02,,7.2,M
8032,Monopoly Party,XB,2002.0,Misc,0.14,0.04,0.0,0.01,,,
8033,Fear Effect 2: Retro Helix,PS,2001.0,Action,0.1,0.07,0.0,0.01,84.0,8.9,M
8034,Chaotic: Shadow Warriors,DS,2009.0,Action,0.17,0.0,0.0,0.01,,tbd,E10+
8035,Ninja Gaiden 3,WiiU,2012.0,Action,0.14,0.03,0.0,0.02,,,
8036,Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014.0,Role-Playing,0.06,0.02,0.08,0.02,76.0,7.7,E10+
8037,Mahjong: Journey Quest for Tikal,DS,2008.0,Puzzle,0.15,0.02,0.0,0.01,,tbd,E
8038,Call of Duty: World at War,PC,2008.0,Shooter,0.02,0.14,0.0,0.03,83.0,7.5,M
8039,CSI: Fatal Conspiracy,PS3,2010.0,Adventure,0.11,0.05,0.0,0.02,39.0,5.6,M
8040,Chocobo no Fushigi Dungeon for WonderSwan,WS,1999.0,Role-Playing,0.0,0.0,0.18,0.0,,,
8041,International Superstar Soccer 2000 (JP weekly sales),N64,1999.0,Sports,0.0,0.0,0.18,0.0,,,
8042,Ringling Bros. and Barnum & Bailey Circus,Wii,2009.0,Action,0.17,0.0,0.0,0.01,,,
8043,Klonoa: Door to Phantomile,PS,1997.0,Platform,0.0,0.0,0.17,0.01,,,
8044,Vietcong: Purple Haze,PS2,2004.0,Shooter,0.09,0.07,0.0,0.02,48.0,4.3,M
8045,Atari Anniversary Advance,GBA,2002.0,Misc,0.13,0.05,0.0,0.0,75.0,tbd,E
8046,Summer Athletics: The Ultimate Challenge,PS2,2008.0,Sports,0.0,0.0,0.0,0.18,,tbd,E
8047,Hatsune Miku and Future Stars: Project Mirai,3DS,2012.0,Misc,0.0,0.0,0.18,0.0,,,
8048,X-Men Origins: Wolverine,PS2,2009.0,Action,0.13,0.0,0.0,0.05,,6.8,T
8049,Syndicate,X360,2012.0,Shooter,0.1,0.06,0.0,0.02,74.0,7.1,M
8050,Zumba Fitness Rush,X360,2012.0,Sports,0.0,0.16,0.0,0.02,73.0,6.2,E10+
8051,Call of Juarez,X360,2007.0,Shooter,0.14,0.02,0.0,0.01,71.0,6.9,M
8052,TalkMan (Japan),PSP,2005.0,Misc,0.0,0.0,0.18,0.0,,,
8053,Ghostbusters: The Video Game,PSP,2009.0,Action,0.16,0.01,0.0,0.02,54.0,4.7,E10+
8054,Bloody Roar: Primal Fury,GC,2002.0,Fighting,0.14,0.04,0.0,0.0,75.0,8.5,T
8055,Mega Man Soccer,SNES,1993.0,Sports,0.04,0.01,0.13,0.0,,,
8056,MotoGP,Wii,2009.0,Racing,0.05,0.11,0.0,0.02,44.0,5.4,E
8057,Mushroom Men: The Spore Wars,Wii,2008.0,Action,0.16,0.01,0.0,0.01,72.0,8.7,E10+
8058,Saint Seiya: Soldiers' Soul,PS4,2015.0,Fighting,0.0,0.12,0.04,0.02,59.0,7.8,T
8059,Brunswick Pro Bowling,PS3,2010.0,Sports,0.1,0.05,0.0,0.02,47.0,tbd,E
8060,LEGO Harry Potter: Years 5-7,PSV,2012.0,Action,0.07,0.07,0.0,0.03,64.0,6.8,E10+
8061,FIFA Soccer 07,GC,2006.0,Sports,0.14,0.04,0.0,0.0,,,
8062,Rabbids Party Collection,Wii,2010.0,Misc,0.0,0.16,0.0,0.02,,,
8063,Corpse Party: Blood Drive,PSV,2014.0,Adventure,0.08,0.01,0.06,0.03,60.0,7.4,M
8064,The Last Airbender,DS,2010.0,Action,0.13,0.04,0.0,0.01,69.0,7,E10+
8065,My Fitness Coach 2: Exercise and Nutrition,Wii,2009.0,Sports,0.13,0.03,0.0,0.01,,,
8066,Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,2004.0,Misc,0.13,0.05,0.0,0.0,,,
8067,Vampire Savior: The Lord of Vampire,SAT,1998.0,Fighting,0.0,0.0,0.18,0.0,,,
8068,Backbreaker,X360,,Sports,0.17,0.0,0.0,0.01,54.0,7.6,E
8069,UFC Personal Trainer: The Ultimate Fitness System,Wii,2011.0,Sports,0.11,0.06,0.0,0.02,54.0,tbd,E
8070,MotoGP 14 ,PS4,2014.0,Racing,0.04,0.11,0.0,0.03,73.0,6.4,E
8071,Shrek SuperSlam,DS,2005.0,Action,0.17,0.0,0.0,0.01,,,
8072,Alone in the Dark,Wii,2008.0,Adventure,0.09,0.08,0.0,0.02,39.0,4.4,M
8073,Super Robot Taisen UX,3DS,2013.0,Role-Playing,0.0,0.0,0.18,0.0,,,
8074,Skylanders Imaginators,WiiU,2016.0,Platform,0.09,0.08,0.0,0.02,76.0,tbd,E10+
8075,Six Flags Fun Park,DS,2008.0,Misc,0.17,0.0,0.0,0.01,34.0,7,E
8076,Test Drive Off-Road Wide Open,XB,2001.0,Racing,0.15,0.03,0.0,0.01,64.0,8.3,E
8077,Jeopardy!,DS,2010.0,Misc,0.17,0.0,0.0,0.01,,,
8078,Pro Yaky? Spirits 2011,PS3,2011.0,Sports,0.0,0.0,0.18,0.0,,,
8079,Doctor Who: Return to Earth,Wii,2010.0,Adventure,0.0,0.16,0.0,0.02,,,
8080,Battle Commander: Hachibushu Shura no Heihou,SNES,1991.0,Strategy,0.0,0.0,0.18,0.0,,,
8081,WWE All Stars,PSP,2011.0,Fighting,0.12,0.04,0.0,0.03,70.0,6.6,T
8082,Jampack Vol. 1,PS,1996.0,Misc,0.1,0.07,0.0,0.01,,,
8083,Bad Boys: Miami Takedown,XB,2004.0,Shooter,0.14,0.04,0.0,0.01,35.0,5.9,M
8084,Valhalla Knights 3,PSV,2013.0,Role-Playing,0.04,0.01,0.12,0.01,48.0,6.8,M
8085,Mega Man X: Command Mission,PS2,2004.0,Role-Playing,0.09,0.07,0.0,0.02,69.0,7.1,E
8086,Tokyo Xtreme Racer DRIFT,PS2,2003.0,Racing,0.09,0.07,0.0,0.02,59.0,8.6,E
8087,Moon,PS,1997.0,Adventure,0.0,0.0,0.17,0.01,,,
8088,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005.0,Action,0.15,0.01,0.0,0.01,65.0,7.5,E10+
8089,Cabela's Big Game Hunter 2005 Adventures,XB,2004.0,Sports,0.13,0.04,0.0,0.01,65.0,8.3,T
8090,Re-Volt,N64,1999.0,Racing,0.14,0.04,0.0,0.0,,,
8091,Sesame Street: Elmo's Letter Adventure,N64,1999.0,Misc,0.14,0.04,0.0,0.0,,,
8092,Senran Kagura: Estival Versus,PSV,2015.0,Action,0.04,0.02,0.09,0.02,71.0,7.4,M
8093,Might & Magic: Clash of Heroes,DS,2009.0,Role-Playing,0.15,0.02,0.0,0.01,,,
8094,GRID Autosport,PS3,2014.0,Racing,0.05,0.09,0.01,0.03,75.0,6.8,E
8095,Gokujou Parodius,SNES,1994.0,Shooter,0.0,0.0,0.18,0.0,,,
8096,Half-Minute Hero,PSP,2009.0,Role-Playing,0.08,0.01,0.07,0.01,84.0,7.8,E10+
8097,Gauntlet: Dark Legacy,GC,2002.0,Action,0.14,0.04,0.0,0.0,60.0,9.1,T
8098,A.C.E.: Another Century's Episode 2,PS2,2006.0,Simulation,0.0,0.0,0.18,0.0,,,
8099,The Chronicles of Narnia: Prince Caspian,X360,2008.0,Action,0.16,0.01,0.0,0.01,56.0,7.5,T
8100,Company of Heroes: Anthology,PC,2009.0,Strategy,0.0,0.15,0.0,0.03,,,
8101,Shadow The Hedgehog,XB,2005.0,Platform,0.13,0.04,0.0,0.01,49.0,5.5,E10+
8102,Daigasso! Band Brothers P,3DS,2013.0,Misc,0.0,0.0,0.18,0.0,,,
8103,Batman: Vengeance,GBA,2001.0,Adventure,0.13,0.05,0.0,0.0,68.0,tbd,E
8104,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,2000.0,Sports,0.0,0.0,0.18,0.0,,,
8105,The Adventures of Cookie & Cream,PS2,2000.0,Puzzle,0.09,0.07,0.0,0.02,,,
8106,World of Outlaws: Sprint Cars,X360,2010.0,Racing,0.17,0.0,0.0,0.01,57.0,8.1,E
8107,Van Helsing,XB,2007.0,Action,0.13,0.04,0.0,0.01,63.0,7.6,T
8108,Grand Slam Tennis 2,X360,2012.0,Sports,0.1,0.06,0.0,0.02,71.0,5.1,E
8109,Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010.0,Platform,0.1,0.06,0.0,0.02,51.0,5.3,E10+
8110,Pure Futbol,X360,2010.0,Sports,0.08,0.08,0.0,0.02,38.0,7.9,E
8111,Spider-Man: Friend or Foe,PSP,2007.0,Action,0.16,0.0,0.0,0.01,58.0,4.4,E10+
8112,Sing4: The Hits Edition,Wii,2011.0,Misc,0.17,0.0,0.0,0.01,,tbd,T
8113,Gun,GC,2005.0,Shooter,0.14,0.04,0.0,0.0,77.0,8.6,M
8114,SoulCalibur Legends,Wii,2007.0,Action,0.16,0.01,0.0,0.01,52.0,5.7,T
8115,Rio,Wii,2011.0,Misc,0.13,0.03,0.0,0.01,,tbd,E10+
8116,F1 Challenge,SAT,1994.0,Racing,0.0,0.0,0.18,0.0,,,
8117,Squeeballs Party,Wii,2009.0,Puzzle,0.17,0.0,0.0,0.01,59.0,tbd,E10+
8118,Metal Gear Ac!d 2,PSP,2005.0,Strategy,0.11,0.0,0.05,0.01,,,
8119,Shadow Madness,PS,1999.0,Action,0.1,0.07,0.0,0.01,,,
8120,Aliens: Colonial Marines,PC,2013.0,Shooter,0.1,0.06,0.0,0.02,45.0,3.5,M
8121,Tiger Woods PGA Tour 2004,GBA,2003.0,Sports,0.13,0.05,0.0,0.0,75.0,7.5,E
8122,The Game of Life / Yahtzee / Payday,GBA,2005.0,Misc,0.13,0.05,0.0,0.0,,,
8123,FIFA Soccer 11,PC,2010.0,Sports,0.0,0.14,0.0,0.04,83.0,7.7,E
8124,American Chopper 2: Full Throttle,PS2,2005.0,Racing,0.09,0.07,0.0,0.02,,8.1,T
8125,Borderlands,PC,2009.0,Shooter,0.01,0.14,0.0,0.03,81.0,7.8,M
8126,de Blob 2,Wii,2011.0,Platform,0.11,0.06,0.0,0.02,79.0,8.1,E10+
8127,Silent Hill 4: The Room,XB,2004.0,Action,0.14,0.04,0.0,0.01,76.0,8.3,M
8128,Commandos 2: Men of Courage,PS2,2002.0,Strategy,0.09,0.07,0.0,0.02,67.0,6.8,T
8129,Remember Me,X360,2013.0,Action,0.1,0.06,0.0,0.02,70.0,7.5,M
8130,Brink,PC,2011.0,Shooter,0.06,0.09,0.0,0.03,70.0,6,T
8131,FIFA Soccer 2002,GC,2001.0,Sports,0.14,0.04,0.0,0.0,81.0,8,E
8132,Pro Evolution Soccer 2013,3DS,2012.0,Sports,0.05,0.02,0.1,0.01,,,
8133,Atari Anniversary Edition Redux,PS,2000.0,Misc,0.1,0.07,0.0,0.01,72.0,,E
8134,Lips: Party Classics,X360,2010.0,Misc,0.05,0.11,0.0,0.02,69.0,tbd,T
8135,Toukiden: The Age of Demons,PSP,2013.0,Action,0.0,0.0,0.18,0.0,,,
8136,Fireblade,PS2,2002.0,Action,0.09,0.07,0.0,0.02,,,
8137,Disney's Tarzan Untamed,GC,2001.0,Platform,0.14,0.04,0.0,0.0,61.0,7.4,E
8138,Brunswick Circuit Pro Bowling,PS,1998.0,Sports,0.1,0.07,0.0,0.01,,,
8139,Marvel Super Hero Squad: Comic Combat,Wii,2011.0,Action,0.14,0.03,0.0,0.01,,tbd,E10+
8140,Trinity Universe,PS3,2009.0,Role-Playing,0.07,0.05,0.03,0.02,62.0,7.2,T
8141,Payday 2,XOne,2015.0,Shooter,0.09,0.07,0.0,0.02,,,
8142,Pirates: Hunt For Blackbeard's Booty,Wii,2008.0,Adventure,0.08,0.08,0.0,0.02,,tbd,E
8143,Cabela's Dangerous Hunts 2009,PS2,2008.0,Sports,0.09,0.07,0.0,0.02,,9.2,T
8144,Senran Kagura: Estival Versus,PS4,2015.0,Action,0.08,0.0,0.08,0.02,67.0,8,M
8145,Ball Breakers,PS,2000.0,Action,0.1,0.07,0.0,0.01,68.0,5.3,E
8146,Mobile Suit Gundam Seed Destiny: Generation of C.E.,PS2,2005.0,Action,0.0,0.0,0.18,0.0,,,
8147,Splatterhouse,X360,2010.0,Action,0.14,0.03,0.0,0.01,62.0,7.6,M
8148,EyeToy: Groove,PS2,2003.0,Misc,0.09,0.07,0.0,0.02,73.0,8,E
8149,You Don't Know Jack,PS3,2011.0,Misc,0.16,0.0,0.0,0.01,82.0,7.3,T
8150,Chuck E. Cheese's Party Games,DS,2010.0,Misc,0.17,0.0,0.0,0.01,,tbd,E
8151,Twisted Metal: Small Brawl,PS,,Action,0.1,0.07,0.0,0.01,51.0,7.6,T
8152,Otomedius Excellent,X360,,Shooter,0.13,0.0,0.04,0.01,48.0,8.1,T
8153,Charlie and the Chocolate Factory,GC,2005.0,Adventure,0.14,0.04,0.0,0.0,39.0,3.2,E
8154,Armored Core: Last Raven,PS2,2005.0,Simulation,0.05,0.04,0.08,0.01,59.0,8.9,T
8155,Burnout Legends,DS,2005.0,Racing,0.15,0.02,0.0,0.01,38.0,6,E
8156,Tomb Raider: Underworld,PS2,2009.0,Action,0.09,0.04,0.0,0.05,,5.8,T
8157,College Hoops 2K7,PS3,2007.0,Sports,0.16,0.0,0.0,0.01,81.0,7.1,E
8158,Hello Kitty: Birthday Adventures,DS,2010.0,Adventure,0.06,0.1,0.0,0.02,,tbd,E
8159,All Grown Up! Express Yourself,GBA,2004.0,Misc,0.13,0.05,0.0,0.0,,,
8160,Escape The Museum,DS,2010.0,Adventure,0.04,0.12,0.0,0.02,,tbd,E
8161,K-1 World Grand Prix,PS2,2002.0,Sports,0.04,0.03,0.1,0.01,67.0,9,T
8162,Kidou Senshi Gundam: Senjou no Kizuna Portable,PSP,2009.0,Strategy,0.0,0.0,0.18,0.0,,,
8163,Super Robot Taisen A Portable,PSP,2008.0,Strategy,0.0,0.0,0.18,0.0,,,
8164,Juiced,XB,2005.0,Racing,0.13,0.04,0.0,0.01,68.0,9.1,T
8165,Naruto Shippuden: Dragon Blade Chronicles,Wii,2009.0,Action,0.11,0.01,0.05,0.01,38.0,3,E10+
8166,Looney Tunes: Back in Action,GBA,2003.0,Platform,0.13,0.05,0.0,0.0,47.0,tbd,E
8167,Shaun White Skateboarding,Wii,2010.0,Sports,0.13,0.03,0.0,0.01,59.0,tbd,E10+
8168,DiRT Showdown,PS3,2012.0,Racing,0.02,0.12,0.0,0.03,75.0,6.3,E10+
8169,Virtua Tennis,GBA,2002.0,Sports,0.13,0.05,0.0,0.0,83.0,tbd,E
8170,Cabela's Big Game Hunter: Hunting Party,X360,2011.0,Sports,0.16,0.0,0.0,0.02,,5,
8171,Tales of the Tempest,DS,2006.0,Role-Playing,0.0,0.0,0.18,0.0,,,
8172,SimCity Creator (JP sales),DS,2008.0,Simulation,0.0,0.0,0.18,0.0,,,
8173,Biohazard: Revival Selection,PS3,2011.0,Action,0.0,0.0,0.18,0.0,,,
8174,Sonic Riders: Zero Gravity,PS2,2008.0,Racing,0.09,0.07,0.0,0.02,56.0,8.3,E
8175,UFC: Sudden Impact,PS2,2004.0,Fighting,0.09,0.07,0.0,0.02,54.0,7.7,T
8176,NBA Hoopz,PS2,2001.0,Sports,0.09,0.07,0.0,0.02,63.0,tbd,E
8177,ESPN X Games Skateboarding,GBA,2001.0,Sports,0.13,0.05,0.0,0.0,,tbd,E
8178,Nancy Drew: The Hidden Staircase,DS,2008.0,Adventure,0.16,0.0,0.0,0.01,,6,E
8179,Speedball 2100,PS,2000.0,Sports,0.1,0.07,0.0,0.01,60.0,tbd,E
8180,Full Auto 2: Battlelines,PS3,2006.0,Racing,0.14,0.02,0.0,0.02,67.0,7.6,T
8181,College Hoops 2K8,X360,2007.0,Sports,0.16,0.0,0.0,0.01,81.0,6.9,E
8182,LEGO Island 2: The Brickster's Revenge,PS,2001.0,Adventure,0.1,0.07,0.0,0.01,,,
8183,How to Train Your Dragon,PS3,2010.0,Action,0.12,0.03,0.0,0.02,51.0,7,E10+
8184,Backyard Basketball,GBA,2004.0,Sports,0.13,0.05,0.0,0.0,,tbd,E
8185,Madden NFL 09,XB,2008.0,Sports,0.13,0.04,0.0,0.01,,5.5,E
8186,Dynasty Warriors: Gundam 3,X360,2010.0,Action,0.11,0.03,0.02,0.01,65.0,7.8,T
8187,Scooby-Doo! Unmasked,GBA,2005.0,Platform,0.13,0.05,0.0,0.0,,,
8188,Summon Night 4,PS2,2006.0,Role-Playing,0.0,0.0,0.18,0.0,,,
8189,NHL 2004,XB,2003.0,Sports,0.13,0.04,0.0,0.01,85.0,6.5,E
8190,Pro Yaky? Spirits 5,PS2,2008.0,Sports,0.0,0.0,0.18,0.0,,,
8191,Back to the Future: The Game,PS4,2015.0,Adventure,0.1,0.05,0.0,0.03,,7.1,T
8192,Namco Museum: 50th Anniversary,XB,2005.0,Misc,0.13,0.04,0.0,0.01,62.0,tbd,E10+
8193,Monster 4x4: Stunt Racer,Wii,2009.0,Racing,0.16,0.0,0.0,0.01,,5.2,E
8194,Velvet Assassin,X360,2009.0,Shooter,0.14,0.02,0.01,0.01,56.0,7.1,M
8195,NFL 2K2,XB,2002.0,Sports,0.13,0.04,0.0,0.01,87.0,tbd,E
8196,MindJack,PS3,2011.0,Shooter,0.07,0.07,0.0,0.03,44.0,1.7,M
8197,Marvel Super Hero Squad: Comic Combat,X360,2011.0,Action,0.13,0.04,0.0,0.01,,tbd,E10+
8198,NBA Starting Five,PS2,,Sports,0.09,0.07,0.0,0.02,53.0,7.3,E
8199,NBA Live 16,PS4,2015.0,Sports,0.1,0.04,0.0,0.03,59.0,6.1,E
8200,WWE SmackDown vs. Raw 2009,DS,2008.0,Fighting,0.14,0.02,0.0,0.01,58.0,7.8,T
8201,Dead or Alive Paradise,PSP,2010.0,Misc,0.07,0.02,0.07,0.02,38.0,5.6,M
8202,Dark Souls II,PC,2014.0,Role-Playing,0.08,0.08,0.0,0.01,91.0,7.1,T
8203,The Suffering: Ties That Bind,PS2,2005.0,Action,0.09,0.07,0.0,0.02,75.0,8,M
8204,EyeToy: Kinetic,PS2,2005.0,Sports,0.09,0.07,0.0,0.02,78.0,8.3,E
8205,Transformers: Prime,3DS,2012.0,Action,0.13,0.02,0.0,0.02,,,
8206,Fancy Nancy: Tea Party Time!,DS,2010.0,Adventure,0.16,0.0,0.0,0.01,,tbd,E
8207,Project Spark,XOne,2014.0,Misc,0.11,0.05,0.0,0.02,73.0,7,E10+
8208,Army Men: Sarge's Heroes 2,PS2,2001.0,Shooter,0.09,0.07,0.0,0.02,54.0,4.6,T
8209,Yakuza Zero: The Place of Oath,PS4,2015.0,Action,0.0,0.0,0.17,0.0,,,
8210,The Wild Thornberrys: Animal Adventures,PS,2000.0,Adventure,0.1,0.07,0.0,0.01,,,
8211,Cabela's Adventure Camp,Wii,2011.0,Misc,0.14,0.02,0.0,0.02,,tbd,E
8212,SEGA Bass Fishing Duel,PS2,2002.0,Sports,0.09,0.07,0.0,0.02,68.0,tbd,E
8213,Teen Titans,GBA,,Action,0.13,0.05,0.0,0.0,61.0,tbd,E10+
8214,Sports Illustrated for Kids: Baseball,GBA,2001.0,Sports,0.12,0.05,0.0,0.0,39.0,tbd,E
8215,Mark Davis Pro Bass Challenge,PS2,2002.0,Sports,0.09,0.07,0.0,0.02,,tbd,E
8216,Rugrats: Royal Ransom,GC,2002.0,Platform,0.13,0.03,0.0,0.0,,6.7,E
8217,Winning Eleven: Pro Evolution Soccer 2007,DS,2006.0,Sports,0.0,0.0,0.17,0.0,63.0,7.9,E
8218,Warriors of Might and Magic,PS2,2001.0,Adventure,0.09,0.07,0.0,0.02,49.0,4.5,T
8219,Rapala Fishing Frenzy 2009,PS3,2008.0,Sports,0.16,0.0,0.0,0.01,31.0,4.4,E
8220,Petz: Horseshoe Ranch,DS,2009.0,Adventure,0.16,0.0,0.0,0.01,,tbd,
8221,Open Season,GC,2006.0,Platform,0.13,0.03,0.0,0.0,59.0,tbd,E10+
8222,Ridge Racer,PSV,2011.0,Racing,0.03,0.07,0.05,0.02,44.0,3.7,E10+
8223,EyePet & Friends,PS3,2011.0,Simulation,0.06,0.08,0.0,0.03,,,
8224,Street Fighter: The Movie,PS,1995.0,Fighting,0.1,0.07,0.0,0.01,,,
8225,Major League Baseball 2K9,PS3,2009.0,Sports,0.16,0.0,0.0,0.01,61.0,4,E
8226,World Championship Poker,GBA,2004.0,Misc,0.12,0.05,0.0,0.0,66.0,tbd,E
8227,Global Defence Force,PS2,2005.0,Shooter,0.0,0.0,0.17,0.0,,,
8228,Major League Baseball 2K6,GC,2006.0,Sports,0.13,0.03,0.0,0.0,66.0,tbd,E
8229,WordJong Party,Wii,2008.0,Puzzle,0.16,0.0,0.0,0.01,,tbd,E
8230,SaGa 2: Hihou Densetsu - Goddess of Destiny,DS,2009.0,Role-Playing,0.0,0.0,0.17,0.0,,,
8231,Smash Court Tennis Pro Tournament,PS2,2002.0,Sports,0.08,0.07,0.0,0.02,73.0,7.4,E
8232,Super Robot Taisen L,DS,2010.0,Strategy,0.0,0.0,0.17,0.0,,,
8233,Race Pro,X360,2009.0,Racing,0.06,0.09,0.0,0.02,72.0,7,E
8234,The Grim Adventures of Billy & Mandy,GC,2006.0,Action,0.13,0.03,0.0,0.0,,,
8235,NBA Inside Drive 2004,XB,2003.0,Sports,0.13,0.04,0.0,0.01,71.0,8.2,E
8236,The King of Fighters '97,PS,1998.0,Fighting,0.0,0.0,0.16,0.01,,,
8237,Time Commando,PS,1996.0,Action,0.1,0.07,0.0,0.01,,,
8238,Professional Fisherman's Tour: Northern Hemisphere,DS,2007.0,Sports,0.16,0.0,0.0,0.01,,tbd,E
8239,Kekkaishi: Karasumori Ayakashi Kidan,DS,2007.0,Action,0.0,0.0,0.17,0.0,,,
8240,Gretzky NHL 2005,PS2,2004.0,Sports,0.08,0.07,0.0,0.02,66.0,9.1,E
8241,Dungeon Siege III,PC,2011.0,Role-Playing,0.08,0.08,0.0,0.02,72.0,4.7,T
8242,The Hobbit,GC,2003.0,Platform,0.13,0.03,0.0,0.0,61.0,7.3,E
8243,MotoGP 15,PS4,2015.0,Racing,0.0,0.12,0.03,0.02,66.0,,
8244,Backyard Sports Football: Rookie Rush,DS,2010.0,Sports,0.16,0.0,0.0,0.01,,,
8245,Skate it,DS,2008.0,Sports,0.14,0.02,0.0,0.01,72.0,7.8,E
8246,Cabela's Legendary Adventures,Wii,2008.0,Sports,0.16,0.0,0.0,0.01,,tbd,T
8247,True Crime: New York City,GC,2005.0,Action,0.13,0.03,0.0,0.0,59.0,8.8,M
8248,Metal Arms: Glitch in the System,XB,2003.0,Shooter,0.13,0.04,0.0,0.01,82.0,8.7,T
8249,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,2012.0,Action,0.0,0.0,0.17,0.0,,,
8250,Toukiden Kiwami,PS4,2015.0,Action,0.05,0.07,0.02,0.02,74.0,7.6,T
8251,Trauma Team,Wii,,Simulation,0.14,0.0,0.02,0.01,82.0,8.8,T
8252,The Secret World,PC,2012.0,Role-Playing,0.07,0.08,0.0,0.02,74.0,8.2,M
8253,Ice Age: Dawn of the Dinosaurs,PS2,2009.0,Action,0.08,0.07,0.0,0.02,,tbd,E10+
8254,ESPN Final Round Golf 2002,GBA,2001.0,Sports,0.12,0.05,0.0,0.0,70.0,tbd,E
8255,Iron Chef America: Supreme Cuisine,Wii,2008.0,Simulation,0.16,0.0,0.0,0.01,42.0,tbd,E10+
8256,MDK2 Armageddon,PS2,2001.0,Shooter,0.08,0.07,0.0,0.02,80.0,8.3,T
8257,Exhibition Volume 02,XB,2003.0,Misc,0.13,0.04,0.0,0.01,,,
8258,NHL 2K9,X360,2008.0,Sports,0.15,0.01,0.0,0.01,69.0,6.7,E10+
8259,I Spy: Castle,DS,2011.0,Puzzle,0.16,0.0,0.0,0.01,,tbd,E
